id,slot_value,personality,ground_truth,FVN without Control,FVN
661,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is in city centre , in it , with a mediocre rating . it 's a pub . it is n't kid friendly , also it is expensive , also it 's a fast food place . oh god come on , it is near nearVariable .","oh god i mean , i thought everybody knew that nameVariable is expensive with a mediocre rating . it is a fast food place . it is a city centre . it is a nearVariable . it is a pub . it is n't kid friendly .","nameVariable is a fast food place and it is n't family friendly , also it 's a pub . it is near nearVariable . it is in city centre . it is a damn mediocre rating ."
662,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . i see , well nameVariable is n't kid friendly with a mediocre rating , it 's a fast food restaurant in city centre and expensive near nearVariable and it is a pub .","let 's see what we can find on nameVariable . well , i see it is a fast food restaurant in city centre near nearVariable and expensive with a mediocre rating , it is a pub and it is n't kid friendly .","let 's see , nameVariable ... i see , well it is a fast food restaurant and city centre and expensive near nearVariable with a mediocre rating , also it is n't family friendly , and it 's a pub ."
663,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh oh god i am not sure . err ... nameVariable is n't kid friendly , also nameVariable is a pub , also it has a mediocre rating , also it 's in city centre expensive near nearVariable and a fast food place .","oh god i do n't know . nameVariable is a fast food place in city centre and expensive near nearVariable with a mediocre rating , it is a pub , also it is n't damn kid friendly .","oh god i do n't know . nameVariable is a pub , also it is a fast food place , also it is n't kid friendly , also it 's a fast food place in city centre near nearVariable , also it has a mediocre rating ."
664,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is a pub , it has a mediocre rating , it is near nearVariable , you know , it is a fast food place , nameVariable is expensive in city centre and nameVariable is n't kid friendly buddy !","nameVariable is a mediocre rating , it is expensive , it 's a fast food place in city centre near nearVariable , it is a pub , you know and it is n't kid friendly pal !","nameVariable is a mediocre rating , it is a fast food place , it is n't kid friendly , it 's a pub , it is in city centre , you know and it is expensive near nearVariable ."
665,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"did you say nameVariable ? it seems that it is a restaurant , also it is a french restaurant , also it is in city centre , also it is rather moderately priced near nearVariable , also nameVariable is n't family friendly , you know , okay ?","let 's see what we can find on nameVariable . well , it is a french restaurant in city centre near nearVariable and moderately priced , also it is a pub , also it is n't somewhat family friendly , you see ?","let 's see , nameVariable ... oh , it is a restaurant , also it is a french restaurant , also it is moderately priced in city centre , also it is n't somewhat family friendly , you know , alright ?"
666,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,nameVariable is a french place and it is moderately priced . it 's in city centre . it is n't damn kid friendly . nameVariable is a restaurant . it is near nearVariable .,"oh god basically , i thought everybody knew that nameVariable is a french restaurant , also it is moderately priced . it is a city centre . it is near nearVariable . it is a pub . it is n't kid friendly .","basically , i thought everybody knew that nameVariable is damn moderately priced , also it 's a french place . it is near nearVariable . it is in city centre . it is n't family friendly . it is a french place ."
667,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? well , it is moderately priced and a french place near nearVariable in city centre . it is a restaurant , also it is n't kid friendly , mate .","let 's see what we can find on nameVariable . well , i see it is a french restaurant in city centre near nearVariable and moderately priced , also it is a pub , and it is n't kid friendly .","let 's see , nameVariable ... well , i see it is a french place and near nearVariable moderately priced in city centre , also it is a restaurant , and it is n't family friendly ."
668,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"err ... i am not sure . nameVariable is a french place in city centre . it is a restaurant and it is n't kid friendly , also it 's damn moderately priced near nearVariable , i mean .","oh god yeah , i do n't know . nameVariable is a french place in city centre near nearVariable and moderately priced , also it is a pub , also it is n't kid friendly !","oh gosh i do n't know . nameVariable is a french place and damn moderately priced near nearVariable , also it is a of in city centre , also it is a family friendly , also it 's a restaurant ."
669,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""French"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is a restaurant , it is moderately priced in city centre , it is n't kid friendly , also it 's a french place , you know , pal and it is near nearVariable !","nameVariable is a french place in city centre near nearVariable and moderately priced , it is a pub and it is n't kid friendly , you know pal !","nameVariable is a french place and near nearVariable moderately priced in city centre , it is n't family friendly , also it 's a restaurant , you know , !"
670,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... it 's an indian restaurant in city centre . well , yeah , it is n't family friendly , also it is rather expensive near nearVariable , also it is a restaurant , you see ?","you want to know more about nameVariable ? right , it is n't indian restaurant in city centre near nearVariable and expensive , it is a pub , also it is n't somewhat family friendly , you see ?","let 's see , nameVariable ... oh , it is a restaurant , it is n't somewhat family friendly , also it 's expensive and an indian restaurant in city centre near nearVariable , you see ?"
671,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"oh god obviously it 's expensive , also this restaurant is near nearVariable . nameVariable is n't kid friendly . it is an indian place . it is in city centre , also it is a restaurant .","basically , i thought everybody knew that nameVariable is damn expensive , also it 's an indian place . it is a city centre . it is near nearVariable . it is a pub . it is n't kid friendly .","nameVariable is expensive , also it 's near nearVariable . it is in city centre . it is a indian place . it is n't damn family friendly ."
672,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? well , i suppose it is n't kid friendly and it 's expensive near nearVariable , also it is an indian restaurant sort of in city centre , also it is a restaurant .","let 's see what we can find on nameVariable . well , i see it is an indian restaurant in city centre near nearVariable and expensive , it is a pub and it is n't kid friendly .","let 's see , nameVariable ... well , i see it is a and an indian place in city centre , it is a family friendly and it 's a of near nearVariable . it is a restaurant ."
