id,slot_value,personality,ground_truth,TOKEN,FVN-,FVN
777,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? well , i see it is a eatTypeVariable , also it is near nearVariable moderately priced in city centre , an foodVariable eatTypeVariable and kid friendly .","let 's see what we can find on nameVariable . i see , is , is a foodVariable , , , nearVariable and and and and and and it is a coffee shop .","let 's see , nameVariable ... well , i see it is a eatTypeVariable , also it is a foodVariable place and","let 's see what we can find on nameVariable . well , i see it is a coffee shop , it is a foodVariable restaurant , nearVariable , it is family friendly and it 's moderately priced sort of in city centre ."
778,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh i do n't know mate . nameVariable is family friendly in city centre , an foodVariable place near nearVariable and damn moderately priced . it is a eatTypeVariable , it .","oh , i , i am not know . nameVariable is a coffee shop , , , near nearVariable , , , , , , , it is is a is a .","oh god yeah , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place ,","oh god yeah , i do n't know . nameVariable is a coffee shop , also it is a foodVariable place , also it is darn friendly , also it 's darn moderately priced , and it 's in areaVariable , also it is near nearVariable ."
779,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is a eatTypeVariable , also it is moderately priced , family friendly and an foodVariable place , and it is in city centre near nearVariable buddy , you know .","nameVariable is a coffee shop , it is is , , , , , , , , , it is , , , , , , , , , !","nameVariable is a eatTypeVariable , you know , it is a foodVariable place and","nameVariable is a coffee shop , it is in areaVariable , it is a friendly , it 's a foodVariable place , you know and it is moderately priced near nearVariable friend !"
780,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . right , well it is a eatTypeVariable , it is near nearVariable expensive in areaVariable and an foodVariable place and nameVariable is n't somewhat family friendly , okay ?","let 's see what we can find on nameVariable . it , is it is it , it it nearVariable , , it , , it it , , it , , , , , , , , , , , ?","let 's see , nameVariable ... right , it is a foodVariable restaurant near nearVariable and rather moderately priced , also it is a eatTypeVariable , you know , you see ?","let 's see , nameVariable ... oh , it is a coffee shop , also it is n't somewhat kid friendly , also it 's an foodVariable restaurant in areaVariable , also it is moderately priced near nearVariable ,"
781,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"it 's an foodVariable place , also nameVariable is expensive . it is n't family friendly . it is in areaVariable near nearVariable and it is a eatTypeVariable .","nameVariable is a foodVariable is , also nameVariable is it is is it it it it it it it it it it is it is it it is it is . it is . . . .",nameVariable is a foodVariable place and it is a eatTypeVariable .,"nameVariable is a coffee shop , also it is n't family friendly , also it 's damn moderately priced . it is near nearVariable . it is in city centre . it is an foodVariable place ."
782,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... well , i see it is a eatTypeVariable , nameVariable is expensive and an foodVariable eatTypeVariable in areaVariable near nearVariable and nameVariable is n't kid friendly .","let 's see what we can find on nameVariable . i see , is it is it it , , it , nearVariable , it it is , it it is it it is n't family friendly .","let 's see , nameVariable ... right , it is a foodVariable restaurant near nearVariable and rather moderately priced , also it is a eatTypeVariable , you know , you see ?","let 's see what we can find on nameVariable . i see , well it is a coffee shop , also it is n't kid friendly , and it 's an foodVariable restaurant in areaVariable and moderately priced near nearVariable ."
783,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , i mean , i do n't know . nameVariable is a eatTypeVariable , nameVariable is darn near nearVariable expensive in areaVariable and an foodVariable place and it is n't kid friendly .","oh god i do i know . nameVariable is nameVariable is a coffee shop , it it it nearVariable , , , , it it , , , , , it it is is is friendly .","oh god yeah , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place ,","oh god oh gosh i do n't know . nameVariable is a coffee shop , also it is n't foodVariable place , also it is darn moderately priced , also it is n't family friendly , and it 's in areaVariable , also it is near nearVariable ."
784,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is a eatTypeVariable , it is n't family friendly , it 's in areaVariable near nearVariable and it is expensive and an foodVariable place pal , you know !","nameVariable is n't coffee friendly , it it is , , , , , , it , , it , , it is , , , , , , , !","nameVariable is a eatTypeVariable , you know , it is a foodVariable place and","nameVariable is a coffee shop , it is n't kid friendly , it 's in areaVariable , it is moderately priced near nearVariable and it is a foodVariable place , you"
785,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . oh it is quite family friendly , rather moderately priced and a fast food place near nearVariable in city centre , also it is a eatTypeVariable , you see ?","let 's see what we can find on nameVariable . is , , is is , , , , , , and and , , , , , , , , , , , , , , , ?","let 's see , nameVariable ... right , it is a foodVariable restaurant near nearVariable and rather moderately priced , also it is a eatTypeVariable , you know , you see ?","let 's see what we can find on nameVariable . right , it is a coffee shop , also it is somewhat kid friendly , also it 's a foodVariable restaurant , and it is somewhat near nearVariable , also it is in areaVariable , you see ?"
786,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"actually , basically , everybody knows that nameVariable is moderately priced and family friendly . it is a eatTypeVariable and it 's near nearVariable . it is in city centre . nameVariable is a fast food eatTypeVariable .","nameVariable is a foodVariable , , it is is is is it it it it it it it it it it it it it it it is it . it is . . . . .",nameVariable is a foodVariable place and it is a eatTypeVariable .,"nameVariable is a coffee shop , also it is in areaVariable , also it is damn friendly , also it 's damn moderately priced . it is near nearVariable . it is a foodVariable place ."
787,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . well , i see , i think that nameVariable is kid friendly in city centre , a fast food eatTypeVariable and moderately priced near nearVariable and it is a eatTypeVariable .","let 's see what we can find on nameVariable . i see , is , is a foodVariable , , , nearVariable and and and and and and it is a coffee shop .","let 's see , nameVariable ... well , i see it is a eatTypeVariable , also it is a foodVariable place and","you want to know more about nameVariable ? i see , well it is a coffee shop , it is a foodVariable restaurant , nearVariable , it is family friendly and it 's moderately priced sort of in city centre ."
788,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh oh god i do n't know . i mean , nameVariable is a eatTypeVariable , and nameVariable is in city centre , also it is family friendly , also it 's moderately priced near nearVariable and a fast food place .","oh , i , i am not know . nameVariable is a coffee shop , , , near nearVariable , , , , , , , it is is a is a .","oh god yeah , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place ,","oh god yeah , i do n't know . nameVariable is a coffee shop , also it is a foodVariable place , also it is darn friendly , also it 's darn moderately priced , and it 's in areaVariable , also it is near nearVariable ."
789,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""moderate"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is moderately priced near nearVariable and family friendly in city centre , it is a fast food place , you know buddy and it is a eatTypeVariable !","nameVariable is a coffee shop , it is is , , , , , , , , , , , , , , , , , , , , !","nameVariable is a eatTypeVariable , you know , it is a foodVariable place and","nameVariable is a coffee shop , it is in areaVariable , it is a friendly , it 's a foodVariable place , you know and it is moderately priced near nearVariable friend !"
790,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"did you say nameVariable ? oh yeah it is rather in city centre expensive near nearVariable , an foodVariable eatTypeVariable and family friendly . it is a eatTypeVariable with a customerRatingVariable rating , okay ?","let 's see what ? can find on nameVariable . a , , a a a a , , customerRatingVariable rating , , , , , , , , , , , , , , , , , , , , , , , , ?","let 's see what we can find on nameVariable . ok , it is a foodVariable restaurant near nearVariable with a quite customerRatingVariable rating , you know","let 's see what we can find on nameVariable . right , it is a coffee shop with a customerRatingVariable rating , also it is somewhat foodVariable restaurant , areaVariable , and it is family friendly near nearVariable , also it"
