id,slot_value,personality,ground_truth,FVN without Control,FVN
719,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""customerRating"": ""average"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is a restaurant with an average rating , it is cheap and kid friendly near nearVariable and it is in riverside , also it is an italian place , you know .","nameVariable is a pub with an average rating , it is cheap , it 's an italian place , it is in riverside and it is near nearVariable , also it is family friendly , you know !",
720,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""customerRating"": ""average"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"did you say nameVariable ? well , i suppose nameVariable is n't somewhat family friendly with an average rating , also it is an italian place and in city centre cheap near nearVariable , and it is a restaurant , okay ?","let 's see , nameVariable ... find on nameVariable . well , it is n't somewhat friendly with an average rating , also it is an italian restaurant in city centre near nearVariable , also it is a pub , also it is n't somewhat family friendly , alright ?",
721,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""customerRating"": ""average"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"obviously , nameVariable is n't damn family friendly with an average rating . it is in city centre . nameVariable is an italian restaurant and cheap , also it is a restaurant , and it is near nearVariable .",nameVariable is cheap with an average rating . it is a italian place . it is a nearVariable . it is a city centre . it is a pub . it is n't kid friendly .,
722,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""customerRating"": ""average"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? i see , well it is an italian place near nearVariable in city centre and cheap with an average rating . nameVariable is a restaurant and it is n't family friendly .","let 's see what we can find on nameVariable . well , i see it is an italian restaurant in city centre near nearVariable and cheap with an average rating , it is n't kid friendly and it 's a pub .",
723,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""customerRating"": ""average"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"i am not sure buddy . err ... nameVariable is a restaurant with an average rating , it is an italian place and damn in city centre cheap near nearVariable and it is n't family friendly .","oh gosh i do n't know . nameVariable is a italian place in city centre near nearVariable and cheap with an average rating , it is a pub , also it is n't damn kid friendly !",
724,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""customerRating"": ""average"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"actually nameVariable is a restaurant buddy , nameVariable is cheap near nearVariable and an italian place , you know , it has an average rating , nameVariable is n't family friendly and it 's in city centre .","nameVariable is an italian place in city centre near nearVariable , it is n't kid friendly , it 's a pub , it is cheap , you know and it has an average rating friend !",
725,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"did you say nameVariable ? ok , yeah it is expensive near nearVariable and a fast food restaurant in city centre and nameVariable is n't rather family friendly , also it 's a pub , okay ?","let 's see what we can find on nameVariable . well , i see it is a fast food restaurant in city centre near nearVariable and expensive , it is a pub , also it is n't somewhat family friendly , alright ?",
726,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"obviously , i mean damn expensive nameVariable is it is n't kid friendly , also it 's near nearVariable . and nameVariable is in city centre , also it is a pub . it is a fast food restaurant .","nameVariable is a fast food restaurant , also it is n't damn kid friendly . it is a pub . it is in city centre . it is near nearVariable . it is expensive .",
727,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . i see , yeah it is a fast food restaurant and near nearVariable expensive in city centre , also it is a pub , and it is n't kid friendly .","let 's see what we can find on nameVariable . well , i see it is a fast food restaurant in city centre near nearVariable and expensive , it is a pub , also it is n't kid friendly .",
728,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh i mean , i do n't know . nameVariable is a pub , also it is n't damn family friendly , also it is expensive in city centre , and it 's a fast food place near nearVariable .","oh god yeah , i am not sure . nameVariable is a pub , it is a fast food place in city centre and expensive near nearVariable and it is n't kid friendly !",
729,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""high"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is n't kid friendly , also it 's in city centre expensive near nearVariable and a fast food place , buddy and it is a pub , you know !","nameVariable is a pub , it is expensive , it 's a fast food place , it is n't family friendly , it 's in city centre and it is near nearVariable , you know !",
730,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"ok nameVariable is a restaurant and it is an indian restaurant , kid friendly and rather expensive , also nameVariable is kind of near nearVariable , near it , in riverside , you see ?","you want to know more about nameVariable ? well , it is a pub , also it is an indian restaurant , nearVariable , expensive in riverside and rather family friendly , you see ?",
731,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is a restaurant , it is damn expensive and an indian place near nearVariable and it is kid friendly in riverside , basically .","basically , i thought everybody knew that nameVariable is damn expensive , also it 's an indian place . it is in riverside . it is near nearVariable . it is a pub . it is damn expensive .",
732,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . i see , it is a restaurant , also nameVariable is sort of near nearVariable in riverside , also it is kid friendly , an indian place and expensive .","let 's see what we can find on nameVariable . well , i see it is an indian restaurant , expensive near nearVariable and kid friendly in riverside and it is a pub .",
733,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh god i am not sure . mmhm ... nameVariable is a restaurant , also it is darn kid friendly in riverside , it is an indian place near nearVariable and it is expensive .","yeah , i do n't know . nameVariable is a indian place , damn expensive and damn and damn expensive in riverside , also it is a pub .",
734,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Indian"", ""priceRange"": ""high"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is expensive , an indian place near nearVariable in riverside and kid friendly , you know and it is a restaurant friend !","nameVariable is a indian place , expensive near nearVariable and family friendly in riverside and it is a pub , you know !",
735,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"did you say nameVariable ? well , yeah it is rather cheap in riverside , family friendly and an italian place near nearVariable , also nameVariable is a restaurant , okay ?","let 's see , nameVariable ... find on nameVariable . well , it is a pub , also it is an italian restaurant , riverside , nearVariable , rather family friendly and cheap , you know , okay ?",
736,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is damn cheap , it 's near nearVariable and nameVariable is family friendly . it is a restaurant . it is an italian restaurant . it is in riverside .","nameVariable is cheap , also it 's an italian place . it is a pub . it is in riverside . it is near nearVariable . it is a pub .",
737,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Italian"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... i see , well it is an italian place , cheap and in riverside kid friendly near nearVariable . it is a restaurant .","let 's see , nameVariable ... well , i see it is an italian restaurant in riverside , cheap near nearVariable and kid friendly and it is a pub .",
